id;code;category;subcat;tricat;title
6537;S31.7;XIX;S30-S39;S31;(S31.7) Multiple open wounds of abdomen, lower back and pelvis
6538;S31.8;XIX;S30-S39;S31;(S31.8) Open wound of other and unspecified parts of abdomen
6539;S32;XIX;S30-S39;0;(S32) Fracture of lumbar spine and pelvis
6540;S32.0;XIX;S30-S39;S32;(S32.0) Fracture of lumbar vertebra
6541;S32.1;XIX;S30-S39;S32;(S32.1) Fracture of sacrum
6542;S32.2;XIX;S30-S39;S32;(S32.2) Fracture of coccyx
6543;S32.3;XIX;S30-S39;S32;(S32.3) Fracture of ilium
6544;S32.4;XIX;S30-S39;S32;(S32.4) Fracture of acetabulum
6545;S32.5;XIX;S30-S39;S32;(S32.5) Fracture of pubis
6546;S32.7;XIX;S30-S39;S32;(S32.7) Multiple fractures of lumbar spine and pelvis
6547;S32.8;XIX;S30-S39;S32;(S32.8) Fracture of other and unspecified parts of lumbar spine and pelvis
6548;S33;XIX;S30-S39;0;(S33) Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis
6549;S33.0;XIX;S30-S39;S33;(S33.0) Traumatic rupture of lumbar intervertebral disk
6550;S33.1;XIX;S30-S39;S33;(S33.1) Dislocation of lumbar vertebra
6551;S33.2;XIX;S30-S39;S33;(S33.2) Dislocation of sacro-iliac and sacrococcygeal joint
6552;S33.3;XIX;S30-S39;S33;(S33.3) Dislocation of other and unspecified parts of lumbar spine and pelvis
6553;S33.4;XIX;S30-S39;S33;(S33.4) Traumatic rupture of symphysis pubis
6554;S33.5;XIX;S30-S39;S33;(S33.5) Sprain and strain of lumbar spine
6555;S33.6;XIX;S30-S39;S33;(S33.6) Sprain and strain of sacro-iliac joint
6556;S33.7;XIX;S30-S39;S33;(S33.7) Sprain and strain of other and unspecified parts of lumbar spine and pelvis
6557;S34;XIX;S30-S39;0;(S34) Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level
6558;S34.0;XIX;S30-S39;S34;(S34.0) Concussion and oedema of lumbar spinal cord
6559;S34.1;XIX;S30-S39;S34;(S34.1) Other injury of lumbar spinal cord
6560;S34.2;XIX;S30-S39;S34;(S34.2) Injury of nerve root of lumbar and sacral spine
6561;S34.3;XIX;S30-S39;S34;(S34.3) Injury of cauda equina
6562;S34.4;XIX;S30-S39;S34;(S34.4) Injury of lumbosacral plexus
6563;S34.5;XIX;S30-S39;S34;(S34.5) Injury of lumbar, sacral and pelvic sympathetic nerves
6564;S34.6;XIX;S30-S39;S34;(S34.6) Injury of peripheral nerve(s) of abdomen, lower back and pelvis
6565;S34.8;XIX;S30-S39;S34;(S34.8) Injury of other and unspecified nerves at abdomen, lower back and pelvis level
6566;S35;XIX;S30-S39;0;(S35) Injury of blood vessels at abdomen, lower back and pelvis level
6567;S35.0;XIX;S30-S39;S35;(S35.0) Injury of abdominal aorta
6568;S35.1;XIX;S30-S39;S35;(S35.1) Injury of inferior vena cava
6569;S35.2;XIX;S30-S39;S35;(S35.2) Injury of coeliac or mesenteric artery
6570;S35.3;XIX;S30-S39;S35;(S35.3) Injury of portal or splenic vein
6571;S35.4;XIX;S30-S39;S35;(S35.4) Injury of renal blood vessels
6572;S35.5;XIX;S30-S39;S35;(S35.5) Injury of iliac blood vessels
6573;S35.7;XIX;S30-S39;S35;(S35.7) Injury of multiple blood vessels at abdomen, lower back and pelvis level
6574;S35.8;XIX;S30-S39;S35;(S35.8) Injury of other blood vessels at abdomen, lower back and pelvis level
6575;S35.9;XIX;S30-S39;S35;(S35.9) Injury of unspecified blood vessel at abdomen, lower back and pelvis level
6576;S36;XIX;S30-S39;0;(S36) Injury of intra-abdominal organs
6577;S36.0;XIX;S30-S39;S36;(S36.0) Injury of spleen
6578;S36.1;XIX;S30-S39;S36;(S36.1) Injury of liver or gallbladder
6579;S36.2;XIX;S30-S39;S36;(S36.2) Injury of pancreas
6580;S36.3;XIX;S30-S39;S36;(S36.3) Injury of stomach
6581;S36.4;XIX;S30-S39;S36;(S36.4) Injury of small intestine
6582;S36.5;XIX;S30-S39;S36;(S36.5) Injury of colon
6583;S36.6;XIX;S30-S39;S36;(S36.6) Injury of rectum
6584;S36.7;XIX;S30-S39;S36;(S36.7) Injury of multiple intra-abdominal organs
6585;S36.8;XIX;S30-S39;S36;(S36.8) Injury of other intra-abdominal organs
6586;S36.9;XIX;S30-S39;S36;(S36.9) Injury of unspecified intra-abdominal organ
6587;S37;XIX;S30-S39;0;(S37) Injury of urinary and pelvic organs
6588;S37.0;XIX;S30-S39;S37;(S37.0) Injury of kidney
6589;S37.1;XIX;S30-S39;S37;(S37.1) Injury of ureter
6590;S37.2;XIX;S30-S39;S37;(S37.2) Injury of bladder
6591;S37.3;XIX;S30-S39;S37;(S37.3) Injury of urethra
6592;S37.4;XIX;S30-S39;S37;(S37.4) Injury of ovary
6593;S37.5;XIX;S30-S39;S37;(S37.5) Injury of Fallopian tube
6594;S37.6;XIX;S30-S39;S37;(S37.6) Injury of uterus
6595;S37.7;XIX;S30-S39;S37;(S37.7) Injury of multiple pelvic organs
6596;S37.8;XIX;S30-S39;S37;(S37.8) Injury of other pelvic organs
6597;S37.9;XIX;S30-S39;S37;(S37.9) Injury of unspecified pelvic organ
6598;S38;XIX;S30-S39;0;(S38) Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis
6599;S38.0;XIX;S30-S39;S38;(S38.0) Crushing injury of external genital organs
6600;S38.1;XIX;S30-S39;S38;(S38.1) Crushing injury of other and unspecified parts of abdomen, lower back and pelvis
6601;S38.2;XIX;S30-S39;S38;(S38.2) Traumatic amputation of external genital organs
6602;S38.3;XIX;S30-S39;S38;(S38.3) Traumatic amputation of other and unspecified parts of abdomen, lower back and pelvis
6603;S39;XIX;S30-S39;0;(S39) Other and unspecified injuries of abdomen, lower back and pelvis
6604;S39.0;XIX;S30-S39;S39;(S39.0) Injury of muscle and tendon of abdomen, lower back and pelvis
6605;S39.6;XIX;S30-S39;S39;(S39.6) Injury of intra-abdominal organ(s) with pelvic organ(s)
6606;S39.7;XIX;S30-S39;S39;(S39.7) Other multiple injuries of abdomen, lower back and pelvis
6607;S39.8;XIX;S30-S39;S39;(S39.8) Other specified injuries of abdomen, lower back and pelvis
6608;S39.9;XIX;S30-S39;S39;(S39.9) Unspecified injury of abdomen, lower back and pelvis
6609;S40-S49;XIX;0;0;(S40-S49) Injuries to the shoulder and upper arm
6610;S40;XIX;S40-S49;0;(S40) Superficial injury of shoulder and upper arm
6611;S40.0;XIX;S40-S49;S40;(S40.0) Contusion of shoulder and upper arm
6612;S40.7;XIX;S40-S49;S40;(S40.7) Multiple superficial injuries of shoulder and upper arm
6613;S40.8;XIX;S40-S49;S40;(S40.8) Other superficial injuries of shoulder and upper arm
6614;S40.9;XIX;S40-S49;S40;(S40.9) Superficial injury of shoulder and upper arm, unspecified
6615;S41;XIX;S40-S49;0;(S41) Open wound of shoulder and upper arm
6616;S41.0;XIX;S40-S49;S41;(S41.0) Open wound of shoulder
6617;S41.1;XIX;S40-S49;S41;(S41.1) Open wound of upper arm
6618;S41.7;XIX;S40-S49;S41;(S41.7) Multiple open wounds of shoulder and upper arm
6619;S41.8;XIX;S40-S49;S41;(S41.8) Open wound of other and unspecified parts of shoulder girdle
6620;S42;XIX;S40-S49;0;(S42) Fracture of shoulder and upper arm
6621;S42.0;XIX;S40-S49;S42;(S42.0) Fracture of clavicle
6622;S42.1;XIX;S40-S49;S42;(S42.1) Fracture of scapula
6623;S42.2;XIX;S40-S49;S42;(S42.2) Fracture of upper end of humerus
6624;S42.3;XIX;S40-S49;S42;(S42.3) Fracture of shaft of humerus
6625;S42.4;XIX;S40-S49;S42;(S42.4) Fracture of lower end of humerus
6626;S42.7;XIX;S40-S49;S42;(S42.7) Multiple fractures of clavicle, scapula and humerus
6627;S42.8;XIX;S40-S49;S42;(S42.8) Fracture of other parts of shoulder and upper arm
6628;S42.9;XIX;S40-S49;S42;(S42.9) Fracture of shoulder girdle, part unspecified
6629;S43;XIX;S40-S49;0;(S43) Dislocation, sprain and strain of joints and ligaments of shoulder girdle
6630;S43.0;XIX;S40-S49;S43;(S43.0) Dislocation of shoulder joint
6631;S43.1;XIX;S40-S49;S43;(S43.1) Dislocation of acromioclavicular joint
6632;S43.2;XIX;S40-S49;S43;(S43.2) Dislocation of sternoclavicular joint
6633;S43.3;XIX;S40-S49;S43;(S43.3) Dislocation of other and unspecified parts of shoulder girdle
6634;S43.4;XIX;S40-S49;S43;(S43.4) Sprain and strain of shoulder joint
6635;S43.5;XIX;S40-S49;S43;(S43.5) Sprain and strain of acromioclavicular joint
6636;S43.6;XIX;S40-S49;S43;(S43.6) Sprain and strain of sternoclavicular joint
6637;S43.7;XIX;S40-S49;S43;(S43.7) Sprain and strain of other and unspecified parts of shoulder girdle
6638;S44;XIX;S40-S49;0;(S44) Injury of nerves at shoulder and upper arm level
6639;S44.0;XIX;S40-S49;S44;(S44.0) Injury of ulnar nerve at upper arm level
6640;S44.1;XIX;S40-S49;S44;(S44.1) Injury of median nerve at upper arm level
6641;S44.2;XIX;S40-S49;S44;(S44.2) Injury of radial nerve at upper arm level
6642;S44.3;XIX;S40-S49;S44;(S44.3) Injury of axillary nerve
6643;S44.4;XIX;S40-S49;S44;(S44.4) Injury of musculocutaneous nerve
6644;S44.5;XIX;S40-S49;S44;(S44.5) Injury of cutaneous sensory nerve at shoulder and upper arm level
6645;S44.7;XIX;S40-S49;S44;(S44.7) Injury of multiple nerves at shoulder and upper arm level
6646;S44.8;XIX;S40-S49;S44;(S44.8) Injury of other nerves at shoulder and upper arm level
6647;S44.9;XIX;S40-S49;S44;(S44.9) Injury of unspecified nerve at shoulder and upper arm level
6648;S45;XIX;S40-S49;0;(S45) Injury of blood vessels at shoulder and upper arm level
6649;S45.0;XIX;S40-S49;S45;(S45.0) Injury of axillary artery
6650;S45.1;XIX;S40-S49;S45;(S45.1) Injury of brachial artery
6651;S45.2;XIX;S40-S49;S45;(S45.2) Injury of axillary or brachial vein
6652;S45.3;XIX;S40-S49;S45;(S45.3) Injury of superficial vein at shoulder and upper arm level
6653;S45.7;XIX;S40-S49;S45;(S45.7) Injury of multiple blood vessels at shoulder and upper arm level
6654;S45.8;XIX;S40-S49;S45;(S45.8) Injury of other blood vessels at shoulder and upper arm level
6655;S45.9;XIX;S40-S49;S45;(S45.9) Injury of unspecified blood vessel at shoulder and upper arm level
6656;S46;XIX;S40-S49;0;(S46) Injury of muscle and tendon at shoulder and upper arm level
6657;S46.0;XIX;S40-S49;S46;(S46.0) Injury of tendon of the rotator cuff of shoulder
6658;S46.1;XIX;S40-S49;S46;(S46.1) Injury of muscle and tendon of long head of biceps
6659;S46.2;XIX;S40-S49;S46;(S46.2) Injury of muscle and tendon of other parts of biceps
6660;S46.3;XIX;S40-S49;S46;(S46.3) Injury of muscle and tendon of triceps
6661;S46.7;XIX;S40-S49;S46;(S46.7) Injury of multiple muscles and tendons at shoulder and upper arm level
6662;S46.8;XIX;S40-S49;S46;(S46.8) Injury of other muscles and tendons at shoulder and upper arm level
6663;S46.9;XIX;S40-S49;S46;(S46.9) Injury of unspecified muscle and tendon at shoulder and upper arm level
6664;S47;XIX;S40-S49;0;(S47) Crushing injury of shoulder and upper arm
6665;S48;XIX;S40-S49;0;(S48) Traumatic amputation of shoulder and upper arm
6666;S48.0;XIX;S40-S49;S48;(S48.0) Traumatic amputation at shoulder joint
6667;S48.1;XIX;S40-S49;S48;(S48.1) Traumatic amputation at level between shoulder and elbow
6668;S48.9;XIX;S40-S49;S48;(S48.9) Traumatic amputation of shoulder and upper arm, level unspecified
6669;S49;XIX;S40-S49;0;(S49) Other and unspecified injuries of shoulder and upper arm
6670;S49.7;XIX;S40-S49;S49;(S49.7) Multiple injuries of shoulder and upper arm
6671;S49.8;XIX;S40-S49;S49;(S49.8) Other specified injuries of shoulder and upper arm
6672;S49.9;XIX;S40-S49;S49;(S49.9) Unspecified injury of shoulder and upper arm
6673;S50-S59;XIX;0;0;(S50-S59) Injuries to the elbow and forearm
6674;S50;XIX;S50-S59;0;(S50) Superficial injury of forearm
6675;S50.0;XIX;S50-S59;S50;(S50.0) Contusion of elbow
6676;S50.1;XIX;S50-S59;S50;(S50.1) Contusion of other and unspecified parts of forearm
6677;S50.7;XIX;S50-S59;S50;(S50.7) Multiple superficial injuries of forearm
6678;S50.8;XIX;S50-S59;S50;(S50.8) Other superficial injuries of forearm
6679;S50.9;XIX;S50-S59;S50;(S50.9) Superficial injury of forearm, unspecified
6680;S51;XIX;S50-S59;0;(S51) Open wound of forearm
6681;S51.0;XIX;S50-S59;S51;(S51.0) Open wound of elbow
6682;S51.7;XIX;S50-S59;S51;(S51.7) Multiple open wounds of forearm
6683;S51.8;XIX;S50-S59;S51;(S51.8) Open wound of other parts of forearm
6684;S51.9;XIX;S50-S59;S51;(S51.9) Open wound of forearm, part unspecified
6685;S52;XIX;S50-S59;0;(S52) Fracture of forearm
6686;S52.0;XIX;S50-S59;S52;(S52.0) Fracture of upper end of ulna
6687;S52.1;XIX;S50-S59;S52;(S52.1) Fracture of upper end of radius
6688;S52.2;XIX;S50-S59;S52;(S52.2) Fracture of shaft of ulna
6689;S52.3;XIX;S50-S59;S52;(S52.3) Fracture of shaft of radius
6690;S52.4;XIX;S50-S59;S52;(S52.4) Fracture of shafts of both ulna and radius
6691;S52.5;XIX;S50-S59;S52;(S52.5) Fracture of lower end of radius
6692;S52.6;XIX;S50-S59;S52;(S52.6) Fracture of lower end of both ulna and radius
6693;S52.7;XIX;S50-S59;S52;(S52.7) Multiple fractures of forearm
6694;S52.8;XIX;S50-S59;S52;(S52.8) Fracture of other parts of forearm
6695;S52.9;XIX;S50-S59;S52;(S52.9) Fracture of forearm, part unspecified
6696;S53;XIX;S50-S59;0;(S53) Dislocation, sprain and strain of joints and ligaments of elbow
6697;S53.0;XIX;S50-S59;S53;(S53.0) Dislocation of radial head
6698;S53.1;XIX;S50-S59;S53;(S53.1) Dislocation of elbow, unspecified
6699;S53.2;XIX;S50-S59;S53;(S53.2) Traumatic rupture of radial collateral ligament
6700;S53.3;XIX;S50-S59;S53;(S53.3) Traumatic rupture of ulnar collateral ligament
6701;S53.4;XIX;S50-S59;S53;(S53.4) Sprain and strain of elbow
6702;S54;XIX;S50-S59;0;(S54) Injury of nerves at forearm level
6703;S54.0;XIX;S50-S59;S54;(S54.0) Injury of ulnar nerve at forearm level
6704;S54.1;XIX;S50-S59;S54;(S54.1) Injury of median nerve at forearm level
6705;S54.2;XIX;S50-S59;S54;(S54.2) Injury of radial nerve at forearm level
6706;S54.3;XIX;S50-S59;S54;(S54.3) Injury of cutaneous sensory nerve at forearm level
6707;S54.7;XIX;S50-S59;S54;(S54.7) Injury of multiple nerves at forearm level
6708;S54.8;XIX;S50-S59;S54;(S54.8) Injury of other nerves at forearm level
6709;S54.9;XIX;S50-S59;S54;(S54.9) Injury of unspecified nerve at forearm level
6710;S55;XIX;S50-S59;0;(S55) Injury of blood vessels at forearm level
6711;S55.0;XIX;S50-S59;S55;(S55.0) Injury of ulnar artery at forearm level
6712;S55.1;XIX;S50-S59;S55;(S55.1) Injury of radial artery at forearm level
6713;S55.2;XIX;S50-S59;S55;(S55.2) Injury of vein at forearm level
6714;S55.7;XIX;S50-S59;S55;(S55.7) Injury of multiple blood vessels at forearm level
6715;S55.8;XIX;S50-S59;S55;(S55.8) Injury of other blood vessels at forearm level
6716;S55.9;XIX;S50-S59;S55;(S55.9) Injury of unspecified blood vessel at forearm level
6717;S56;XIX;S50-S59;0;(S56) Injury of muscle and tendon at forearm level
6718;S56.0;XIX;S50-S59;S56;(S56.0) Injury of flexor muscle and tendon of thumb at forearm level
6719;S56.1;XIX;S50-S59;S56;(S56.1) Injury of flexor muscle and tendon of other finger(s) at forearm level
6720;S56.2;XIX;S50-S59;S56;(S56.2) Injury of other flexor muscle and tendon at forearm level
6721;S56.3;XIX;S50-S59;S56;(S56.3) Injury of extensor or abductor muscles and tendons of thumb at forearm level
6722;S56.4;XIX;S50-S59;S56;(S56.4) Injury of extensor muscle and tendon of other finger(s) at forearm level
6723;S56.5;XIX;S50-S59;S56;(S56.5) Injury of other extensor muscle and tendon at forearm level
6724;S56.7;XIX;S50-S59;S56;(S56.7) Injury of multiple muscles and tendons at forearm level
6725;S56.8;XIX;S50-S59;S56;(S56.8) Injury of other and unspecified muscles and tendons at forearm level
6726;S57;XIX;S50-S59;0;(S57) Crushing injury of forearm
6727;S57.0;XIX;S50-S59;S57;(S57.0) Crushing injury of elbow
6728;S57.7;XIX;S50-S59;S57;(S57.7) Crushing injury of other parts of forearm
6729;S57.8;XIX;S50-S59;S57;(S57.8) Crushing injury of forearm, part unspecified
6730;S58;XIX;S50-S59;0;(S58) Traumatic amputation of forearm
6731;S58.0;XIX;S50-S59;S58;(S58.0) Traumatic amputation at elbow level
6732;S58.1;XIX;S50-S59;S58;(S58.1) Traumatic amputation at level between elbow and wrist
6733;S58.9;XIX;S50-S59;S58;(S58.9) Traumatic amputation of forearm, level unspecified
6734;S59;XIX;S50-S59;0;(S59) Other and unspecified injuries of forearm
6735;S59.7;XIX;S50-S59;S59;(S59.7) Multiple injuries of forearm
6736;S59.8;XIX;S50-S59;S59;(S59.8) Other specified injuries of forearm
6737;S59.9;XIX;S50-S59;S59;(S59.9) Unspecified injury of forearm
6738;S60-S69;XIX;0;0;(S60-S69) Injuries to the wrist and hand
6739;S60;XIX;S60-S69;0;(S60) Superficial injury of wrist and hand
6740;S60.0;XIX;S60-S69;S60;(S60.0) Contusion of finger(s) without damage to nail
6741;S60.1;XIX;S60-S69;S60;(S60.1) Contusion of finger(s) with damage to nail
6742;S60.2;XIX;S60-S69;S60;(S60.2) Contusion of other parts of wrist and hand
6743;S60.7;XIX;S60-S69;S60;(S60.7) Multiple superficial injuries of wrist and hand
6744;S60.8;XIX;S60-S69;S60;(S60.8) Other superficial injuries of wrist and hand
6745;S60.9;XIX;S60-S69;S60;(S60.9) Superficial injury of wrist and hand, unspecified
6746;S61;XIX;S60-S69;0;(S61) Open wound of wrist and hand
6747;S61.0;XIX;S60-S69;S61;(S61.0) Open wound of finger(s) without damage to nail
6748;S61.1;XIX;S60-S69;S61;(S61.1) Open wound of finger(s) with damage to nail
6749;S61.7;XIX;S60-S69;S61;(S61.7) Multiple open wounds of wrist and hand
6750;S61.8;XIX;S60-S69;S61;(S61.8) Open wound of other parts of wrist and hand
6751;S61.9;XIX;S60-S69;S61;(S61.9) Open wound of wrist and hand, part unspecified
6752;S62;XIX;S60-S69;0;(S62) Fracture at wrist and hand level
6753;S62.0;XIX;S60-S69;S62;(S62.0) Fracture of navicular [scaphoid] bone of hand
6754;S62.1;XIX;S60-S69;S62;(S62.1) Fracture of other carpal bone(s)
6755;S62.2;XIX;S60-S69;S62;(S62.2) Fracture of first metacarpal bone
6756;S62.3;XIX;S60-S69;S62;(S62.3) Fracture of other metacarpal bone
6757;S62.4;XIX;S60-S69;S62;(S62.4) Multiple fractures of metacarpal bones
6758;S62.5;XIX;S60-S69;S62;(S62.5) Fracture of thumb
6759;S62.6;XIX;S60-S69;S62;(S62.6) Fracture of other finger
6760;S62.7;XIX;S60-S69;S62;(S62.7) Multiple fractures of fingers
6761;S62.8;XIX;S60-S69;S62;(S62.8) Fracture of other and unspecified parts of wrist and hand
6762;S63;XIX;S60-S69;0;(S63) Dislocation, sprain and strain of joints and ligaments at wrist and hand level
6763;S63.0;XIX;S60-S69;S63;(S63.0) Dislocation of wrist
6764;S63.1;XIX;S60-S69;S63;(S63.1) Dislocation finger
6765;S63.2;XIX;S60-S69;S63;(S63.2) Multiple dislocations of fingers
6766;S63.3;XIX;S60-S69;S63;(S63.3) Traumatic rupture of ligament of wrist and carpus
6767;S63.4;XIX;S60-S69;S63;(S63.4) Traumatic rupture of ligament of finger at metacarpophalangeal and interphalangeal joint(s)
6768;S63.5;XIX;S60-S69;S63;(S63.5) Sprain and strain of wrist
6769;S63.6;XIX;S60-S69;S63;(S63.6) Sprain and strain of finger(s)
6770;S63.7;XIX;S60-S69;S63;(S63.7) Sprain and strain of other and unspecified parts of hand
6771;S64;XIX;S60-S69;0;(S64) Injury of nerves at wrist and hand level
6772;S64.0;XIX;S60-S69;S64;(S64.0) Injury of ulnar nerve at wrist and hand level
6773;S64.1;XIX;S60-S69;S64;(S64.1) Injury of median nerve at wrist and hand level
6774;S64.2;XIX;S60-S69;S64;(S64.2) Injury of radial nerve at wrist and hand level
6775;S64.3;XIX;S60-S69;S64;(S64.3) Injury of digital nerve of thumb
6776;S64.4;XIX;S60-S69;S64;(S64.4) Injury of digital nerve of other finger
6777;S64.7;XIX;S60-S69;S64;(S64.7) Injury of multiple nerves at wrist and hand level
6778;S64.8;XIX;S60-S69;S64;(S64.8) Injury of other nerves at wrist and hand level
6779;S64.9;XIX;S60-S69;S64;(S64.9) Injury of unspecified nerve at wrist and hand level
6780;S65;XIX;S60-S69;0;(S65) Injury of blood vessels at wrist and hand level
6781;S65.0;XIX;S60-S69;S65;(S65.0) Injury of ulnar artery at wrist and hand level
6782;S65.1;XIX;S60-S69;S65;(S65.1) Injury of radial artery at wrist and hand level
6783;S65.2;XIX;S60-S69;S65;(S65.2) Injury of superficial palmar arch
6784;S65.3;XIX;S60-S69;S65;(S65.3) Injury of deep palmar arch
6785;S65.4;XIX;S60-S69;S65;(S65.4) Injury of blood vessel(s) of thumb
6786;S65.5;XIX;S60-S69;S65;(S65.5) Injury of blood vessel(s) of other finger
6787;S65.7;XIX;S60-S69;S65;(S65.7) Injury of multiple blood vessels at wrist and hand level
6788;S65.8;XIX;S60-S69;S65;(S65.8) Injury of other blood vessels at wrist and hand level
6789;S65.9;XIX;S60-S69;S65;(S65.9) Injury of unspecified blood vessel at wrist and hand level
6790;S66;XIX;S60-S69;0;(S66) Injury of muscle and tendon at wrist and hand level
6791;S66.0;XIX;S60-S69;S66;(S66.0) Injury of long flexor muscle and tendon of thumb at wrist and hand level
6792;S66.1;XIX;S60-S69;S66;(S66.1) Injury of flexor muscle and tendon of other finger at wrist and hand level
6793;S66.2;XIX;S60-S69;S66;(S66.2) Injury of extensor muscle and tendon of thumb at wrist and hand level
6794;S66.3;XIX;S60-S69;S66;(S66.3) Injury of extensor muscle and tendon of other finger at wrist and hand level
6795;S66.4;XIX;S60-S69;S66;(S66.4) Injury of intrinsic muscle and tendon of thumb at wrist and hand level
6796;S66.5;XIX;S60-S69;S66;(S66.5) Injury of intrinsic muscle and tendon of other finger at wrist and hand level
6797;S66.6;XIX;S60-S69;S66;(S66.6) Injury of multiple flexor muscles and tendons at wrist and hand level
6798;S66.7;XIX;S60-S69;S66;(S66.7) Injury of multiple extensor muscles and tendons at wrist and hand level
6799;S66.8;XIX;S60-S69;S66;(S66.8) Injury of other muscles and tendons at wrist and hand level
6800;S66.9;XIX;S60-S69;S66;(S66.9) Injury of unspecified muscle and tendon at wrist and hand level
6801;S67;XIX;S60-S69;0;(S67) Crushing injury of wrist and hand
6802;S67.0;XIX;S60-S69;S67;(S67.0) Crushing injury of thumb and other finger(s)
6803;S67.8;XIX;S60-S69;S67;(S67.8) Crushing injury of other and unspecified parts of wrist and hand
6804;S68;XIX;S60-S69;0;(S68) Traumatic amputation of wrist and hand
6805;S68.0;XIX;S60-S69;S68;(S68.0) Traumatic amputation of thumb (complete)(partial)
6806;S68.1;XIX;S60-S69;S68;(S68.1) Traumatic amputation of other single finger (complete)(partial)
6807;S68.2;XIX;S60-S69;S68;(S68.2) Traumatic amputation of two or more fingers alone (complete)(partial)
6808;S68.3;XIX;S60-S69;S68;(S68.3) Combined traumatic amputation of (part of) finger(s) with other parts of wrist and hand
6809;S68.4;XIX;S60-S69;S68;(S68.4) Traumatic amputation of hand at wrist level
6810;S68.8;XIX;S60-S69;S68;(S68.8) Traumatic amputation of other parts of wrist and hand
6811;S68.9;XIX;S60-S69;S68;(S68.9) Traumatic amputation of wrist and hand, level unspecified
6812;S69;XIX;S60-S69;0;(S69) Other and unspecified injuries of wrist and hand
6813;S69.7;XIX;S60-S69;S69;(S69.7) Multiple injuries of wrist and hand
6814;S69.8;XIX;S60-S69;S69;(S69.8) Other specified injuries of wrist and hand
6815;S69.9;XIX;S60-S69;S69;(S69.9) Unspecified injury of wrist and hand
6816;S70-S79;XIX;0;0;(S70-S79) Injuries to the hip and thigh
6817;S70;XIX;S70-S79;0;(S70) Superficial injury of hip and thigh
6818;S70.0;XIX;S70-S79;S70;(S70.0) Contusion of hip
6819;S70.1;XIX;S70-S79;S70;(S70.1) Contusion of thigh
6820;S70.7;XIX;S70-S79;S70;(S70.7) Multiple superficial injuries of hip and thigh
6821;S70.8;XIX;S70-S79;S70;(S70.8) Other superficial injuries of hip and thigh
6822;S70.9;XIX;S70-S79;S70;(S70.9) Superficial injury of hip and thigh, unspecified
6823;S71;XIX;S70-S79;0;(S71) Open wound of hip and thigh
6824;S71.0;XIX;S70-S79;S71;(S71.0) Open wound of hip
6825;S71.1;XIX;S70-S79;S71;(S71.1) Open wound of thigh
6826;S71.7;XIX;S70-S79;S71;(S71.7) Multiple open wounds of of hip and thigh
6827;S71.8;XIX;S70-S79;S71;(S71.8) Open wound of other and unspecified parts of pelvic girdle
6828;S72;XIX;S70-S79;0;(S72) Fracture of femur
6829;S72.0;XIX;S70-S79;S72;(S72.0) Fracture of neck of femur
6830;S72.1;XIX;S70-S79;S72;(S72.1) Pertrochanteric fracture
6831;S72.2;XIX;S70-S79;S72;(S72.2) Subtrochanteric fracture
6832;S72.3;XIX;S70-S79;S72;(S72.3) Fracture of shaft of femur
6833;S72.4;XIX;S70-S79;S72;(S72.4) Fracture of lower end of femur
6834;S72.7;XIX;S70-S79;S72;(S72.7) Multiple fractures of femur
6835;S72.8;XIX;S70-S79;S72;(S72.8) Fractures of other parts of femur
6836;S72.9;XIX;S70-S79;S72;(S72.9) Fracture of femur, part unspecified
6837;S73;XIX;S70-S79;0;(S73) Dislocation, sprain and strain of joint and ligaments of hip
6838;S73.0;XIX;S70-S79;S73;(S73.0) Dislocation of hip
6839;S73.1;XIX;S70-S79;S73;(S73.1) Sprain and strain of hip
6840;S74;XIX;S70-S79;0;(S74) Injury of nerves at hip and thigh level
6841;S74.0;XIX;S70-S79;S74;(S74.0) Injury of sciatic nerve at hip and thigh level
6842;S74.1;XIX;S70-S79;S74;(S74.1) Injury of femoral nerve at hip and thigh level
6843;S74.2;XIX;S70-S79;S74;(S74.2) Injury of cutaneous sensory nerve at hip and thigh level
6844;S74.7;XIX;S70-S79;S74;(S74.7) Injury of multiple nerves at hip and thigh level
6845;S74.8;XIX;S70-S79;S74;(S74.8) Injury of other nerves at hip and thigh level
6846;S74.9;XIX;S70-S79;S74;(S74.9) Injury of unspecified nerve at hip and thigh level
6847;S75;XIX;S70-S79;0;(S75) Injury of blood vessels at hip and thigh level
6848;S75.0;XIX;S70-S79;S75;(S75.0) Injury of femoral artery
6849;S75.1;XIX;S70-S79;S75;(S75.1) Injury of femoral vein at hip and thigh level
6850;S75.2;XIX;S70-S79;S75;(S75.2) Injury of greater saphenous vein at hip and thigh level
6851;S75.7;XIX;S70-S79;S75;(S75.7) Injury of multiple blood vessels at hip and thigh level
6852;S75.8;XIX;S70-S79;S75;(S75.8) Injury of other blood vessels at hip and thigh level
6853;S75.9;XIX;S70-S79;S75;(S75.9) Injury of unspecified blood vessel at hip and thigh level
6854;S76;XIX;S70-S79;0;(S76) Injury of muscle and tendon at hip and thigh level
6855;S76.0;XIX;S70-S79;S76;(S76.0) Injury of muscle and tendon of hip
6856;S76.1;XIX;S70-S79;S76;(S76.1) Injury of quadriceps muscle and tendon
6857;S76.2;XIX;S70-S79;S76;(S76.2) Injury of adductor muscle and tendon of thigh
