id;code;name;address;region;province;city;barangay;zip;landline;cellphone;fax;email;email2;website;ownership;type;status
8016;DOH000000000009861;SAN ANTONIO BARANGAY HEALTH STATION;;Region 8;LEYTE;MACARTHUR;SAN ANTONIO;;;;;;;;Government;Barangay Health Station;Active
8017;DOH000000000009862;NONOYAN BARANGAY HEALTH STATION;Nonoyan, Baliguian,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;BALIGUIAN;NONOYAN;;;;;;;;Government;Barangay Health Station;Active
8018;DOH000000000009863;BENGUET BARANGAY HEALTH STATION;;Region 5;SORSOGON;GUBAT;BENGUET;;;;;;;;Government;Barangay Health Station;Active
8019;DOH000000000009865;LA SUERTE BARANGAY HEALTH STATION;La Suerte, Angadanan, Isabela;Region 2;ISABELA;ANGADANAN;LA SUERTE;;;;;;;;Government;Barangay Health Station;Active
8020;DOH000000000009866;DANAO BARANGAY HEALTH STATION;;Region 8;LEYTE;MACARTHUR;DANAO;;;;;;;;Government;Barangay Health Station;Active
8021;DOH000000000009867;VIGA BARANGAY HEALTH STATION;Viga, Angadanan, Isabela;Region 2;ISABELA;ANGADANAN;VIGA;;;;;;;;Government;Barangay Health Station;Active
8022;DOH000000000009868;FUGARU BARANGAY HEALTH STATION;;Region 2;ISABELA;ANGADANAN;FUGARU;;;;;;;;Government;Barangay Health Station;Active
8023;DOH000000000009869;MAYORGA MAIN HEALTH  CENTER;Mayorga, Leyte;Region 8;LEYTE;MAYORGA;;;;;;;;;Government;Barangay Health Station;Active
8024;DOH000000000009870;LORIA BARANGAY HEALTH STATION;Loria, Angadanan, Isabela;Region 2;ISABELA;ANGADANAN;LORIA;;;;;;;;Government;Barangay Health Station;Active
8025;DOH000000000009871;DALENAT BARANGAY HEALTH STATION;Dalenat, Angadanan, Isabela;Region 2;ISABELA;ANGADANAN;DALENAT;;;;;;;;Government;Barangay Health Station;Active
8026;DOH000000000009872;RANG-AYAN BARANGAY HEALTH STATION;Rang-Ayan, Angadanan, Isabela;Region 2;ISABELA;ANGADANAN;RANG-AYAN;;;;;;;;Government;Barangay Health Station;Active
8027;DOH000000000009873;GABAO BARANGAY HEALTH STATION;;Region 5;SORSOGON;IROSIN;GABAO;;;;;;;;Government;Barangay Health Station;Active
8028;DOH000000000009875;BAGNOS BARANGAY HEALTH STATION;Bagnos, Aurora, Isabela;Region 2;ISABELA;AURORA;BAGNOS;;;;;;;;Government;Barangay Health Station;Active
8029;DOH000000000009876;CAMARUNGGAYAN BARANGAY HEALTH STATION;Camarunggayan, Aurora, Isabela;Region 2;ISABELA;AURORA;CAMARUNGGAYAN;;;;;;;;Government;Barangay Health Station;Active
8030;DOH000000000009877;BOLINAO BARANGAY HEALTH STATION;Bolinao, Aurora, Isabela;Region 2;ISABELA;AURORA;BOLINAO;;;;;;;;Government;Barangay Health Station;Active
8031;DOH000000000009878;BAGONG TANZA BARANGAY HEALTH STATION;Bagong Tanza, Aurora, Isabela;Region 2;ISABELA;AURORA;BAGONG TANZA;;;;;;;;Government;Barangay Health Station;Active
8032;DOH000000000009879;POBLACION BARANGAY HEALTH STATION;Poblacion, Baliguian,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;BALIGUIAN;POBLACION;;;;;;;;Government;Barangay Health Station;Active
8033;DOH000000000009880;UNION BARANGAY HEALTH STATION;Brgy. Onion, Mayorga, Leyte;Region 8;LEYTE;MAYORGA;UNION;;;;;;;;Government;Barangay Health Station;Active
8034;DOH000000000009881;ESPERANZA EAST BARANGAY HEALTH STATION;Esperanza East, Aurora, Isabela;Region 2;ISABELA;AURORA;ESPERANZA EAST;;;;;;;;Government;Barangay Health Station;Active
8035;DOH000000000009882;PANECIEN BARANGAY HEALTH STATION;;Region 2;ISABELA;AURORA;PANECIEN;;;;;;;;Government;Barangay Health Station;Active
8036;DOH000000000009883;SAN JOSE BARANGAY HEALTH STATION;San Jose, Baliguian,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;BALIGUIAN;SAN JOSE;;;;;;;;Government;Barangay Health Station;Active
8037;DOH000000000009885;JAVIER (BUGHO) MAIN HEALTH CENTER;Javier, Leyte;Region 8;LEYTE;JAVIER (BUGHO);;;;;;;;;Government;Barangay Health Station;Active
8038;DOH000000000009886;JATIAN BARANGAY HEALTH STATION;Jatian, Sibuco,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIBUCO;JATIAN;;;;;;;;Government;Barangay Health Station;Active
8039;DOH000000000009887;SANTA CRUZ BARANGAY HEALTH STATION;Centro;Region 2;ISABELA;BENITO SOLIVEN;SANTA CRUZ;;;;;;;;Government;Barangay Health Station;Active
8040;DOH000000000009888;YEBAN SUR BARANGAY HEALTH STATION;Purok 2, Yeban Sur, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;YEBAN SUR;;;;;;;;Government;Barangay Health Station;Active
8041;DOH000000000009889;BINULHO BARANGAY HEALTH STATION;;Region 8;LEYTE;JAVIER (BUGHO);BINULHO;;;;;;;;Government;Barangay Health Station;Active
8042;DOH000000000009890;LINTANGAN BARANGAY HEALTH STATION;Lintangan, Sibuco,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIBUCO;LINTANGAN;;;;;;;;Government;Barangay Health Station;Active
8043;DOH000000000009891;YEBAN NORTE BARANGAY HEALTH STATION;Centro, Yeban Norte, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;YEBAN NORTE;;;;;;;;Government;Barangay Health Station;Active
8044;DOH000000000009892;MANLILISID BARANGAY HEALTH STATION;;Region 8;LEYTE;JAVIER (BUGHO);MANLILISID;;;;;;;;Government;Barangay Health Station;Active
8045;DOH000000000009893;MAKINDOL BARANGAY HEALTH STATION;Purok 2, Makindol, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;MAKINDOL;;;;;;;;Government;Barangay Health Station;Active
8046;DOH000000000009894;PICAS NORTE BARANGAY HEALTH STATION;;Region 8;LEYTE;JAVIER (BUGHO);PICAS NORTE;;;;;;;;Government;Barangay Health Station;Active
8047;DOH000000000009895;VILLALUZ BARANGAY HEALTH STATION;Purok 3, Villaluz, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;VILLALUZ;;;;;;;;Government;Barangay Health Station;Active
8048;DOH000000000009896;NEW MAGSAYSAY BARANGAY HEALTH STATION;Purok 2, New Magsaysay, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;NEW MAGSAYSAY;;;;;;;;Government;Barangay Health Station;Active
8049;DOH000000000009897;LAPAZ MAIN HEALTH CENTER;La Paz, Leyte;Region 8;LEYTE;LAPAZ;;;;;;;;;Government;Barangay Health Station;Active
8050;DOH000000000009898;BURACAN BARANGAY HEALTH STATION;;Region 8;LEYTE;LAPAZ;BURACAN;;;;;;;;Government;Barangay Health Station;Active
8051;DOH000000000009899;PLACER BARANGAY HEALTH STATION;Purok 1, Placer, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;PLACER;;;;;;;;Government;Barangay Health Station;Active
8052;DOH000000000009900;BONGTOD BARANGAY HEALTH STATION;;Region 8;LEYTE;LAPAZ;BONGTOD;;;;;;;;Government;Barangay Health Station;Active
8053;DOH000000000009902;LUNETA BARANGAY HEALTH STATION;;Region 8;LEYTE;LAPAZ;LUNETA;;;;;;;;Government;Barangay Health Station;Active
8054;DOH000000000009903;CAPUSERAN (CAPUROCAN) BARANGAY HEALTH STATION;Purok 1;Region 2;ISABELA;BENITO SOLIVEN;CAPUSERAN (CAPUROCAN);;;;;;;;Government;Barangay Health Station;Active
8055;DOH000000000009904;MANTIVO BARANGAY HEALTH STATION;;Region 9;ZAMBOANGA DEL NORTE;SIBUCO;MANTIVO;;;;;;;;Government;Barangay Health Station;Active
8056;DOH000000000009905;BALLIAO BARANGAY HEALTH STATION;Purok 1, Balliao, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;BALLIAO;;;;;;;;Government;Barangay Health Station;Active
8057;DOH000000000009906;SANTA ANA BARANGAY HEALTH STATION;;Region 8;LEYTE;LAPAZ;SANTA ANA;;;;;;;;Government;Barangay Health Station;Active
8058;DOH000000000009907;MALUNO NORTE BARANGAY HEALTH STATION;Purok 2, Maluno Norte, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;MALUNO NORTE;;;;;;;;Government;Barangay Health Station;Active
8059;DOH000000000009908;DAGAMI MAIN HEALTH CENTER;Dagami, Leyte;Region 8;LEYTE;DAGAMI;;;;;;;;;Government;Barangay Health Station;Active
8060;DOH000000000009909;MALUNO SUR BARANGAY HEALTH STATION;Purok 4, Maluno Sur, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;MALUNO SUR;;;;;;;;Government;Barangay Health Station;Active
8061;DOH000000000009910;ABACA BARANGAY HEALTH STATION;;Region 8;LEYTE;DAGAMI;ABACA;;;;;;;;Government;Barangay Health Station;Active
8062;DOH000000000009911;ALANGILAN BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);ALANGILAN;;;;;;;;Government;Barangay Health Station;Active
8063;DOH000000000009912;CANLINGGA BARANGAY HEALTH STATION;;Region 8;LEYTE;DAGAMI;CANLINGGA;;;;;;;;Government;Barangay Health Station;Active
8064;DOH000000000009913;ALIJIS BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);ALIJIS;;;;;;;;Government;Barangay Health Station;Active
8065;DOH000000000009914;POBLACION BARANGAY HEALTH STATION;Poblacion, Sibuco,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIBUCO;POBLACION;;;;;;;;Government;Barangay Health Station;Active
8066;DOH000000000009916;PUNIT BARANGAY HHEALTH STATION;Purok 1, Punit, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;PUNIT;;;;;;;;Government;Barangay Health Station;Active
8067;DOH000000000009917;SEVILLANA BARANGAY HEALTH STATION;Purok 2, Sevillana, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;SEVILLANA;;;;;;;;Government;Barangay Health Station;Active
8068;DOH000000000009918;SANTO NI?O CULABOG BARANGAY HEALTH STATION;;Region 9;ZAMBOANGA DEL NORTE;SIBUCO;SANTO NI??O (CULABOG);;;;;;;;Government;Barangay Health Station;Active
8069;DOH000000000009919;SAN ISIDRO BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONKAYO;SAN ISIDRO;;;;;;;;Government;Barangay Health Station;Active
8070;DOH000000000009920;BATA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);BATA;;;;;;;;Government;Barangay Health Station;Active
8071;DOH000000000009921;ARA BARANGAY HEALTH STATION;Purok 1, Ara, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;ARA;;;;;;;;Government;Barangay Health Station;Active
8072;DOH000000000009922;BUCANA BARANGAY HEALTH STATION;Bucana, Siocon,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIOCON;BUCANA;;;;;;;;Government;Barangay Health Station;Active
8073;DOH000000000009923;CABUG BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);CABUG;;;;;;;;Government;Barangay Health Station;Active
8074;DOH000000000009924;BINOGTUNGAN BARANGAY HEALTH STATION;Purok 1;Region 2;ISABELA;BENITO SOLIVEN;BINOGTUNGAN;;;;;;;;Government;Barangay Health Station;Active
8075;DOH000000000009925;DAGUPAN BARANGAY HEALTH STATION;Purok 1, Dagupan, Benito Soliven, Isabela;Region 2;ISABELA;BENITO SOLIVEN;DAGUPAN;;;;;;;;Government;Barangay Health Station;Active
8076;DOH000000000009926;MALIPOT BARANGAY HEALTH STATION;Malipot, Siocon,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIOCON;MALIPOT;;;;;;;;Government;Barangay Health Station;Active
8077;DOH000000000009928;SAN JOSE BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONKAYO;SAN JOSE;;;;;;;;Government;Barangay Health Station;Active
8078;DOH000000000009929;NEW LITUBAN BARANGAY HEALTH STATION;New Lituban, Siocon,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIOCON;NEW LITUBAN;;;;;;;;Government;Barangay Health Station;Active
8079;DOH000000000009930;CALIGUIAN (POB.) BARANGAY HEALTH STATION;Purok 2;Region 2;ISABELA;BURGOS;CALIGUIAN (POB.);;;;;;;;Government;Barangay Health Station;Active
8080;DOH000000000009931;POBLACION BARANGAY HEALTH STATION;Poblacion, Siocon,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIOCON;POBLACION;;;;;;;;Government;Barangay Health Station;Active
8081;DOH000000000009932;DALIG BARANGAY HEALTH STATION;Purok 4, Dalig,Burgos, Isabela;Region 2;ISABELA;BURGOS;DALIG;;;;;;;;Government;Barangay Health Station;Active
8082;DOH000000000009933;SAN MIGUEL BARANGAY HEALTH STATION;San Miguel,Burgos, Isabela;Region 2;ISABELA;BURGOS;SAN MIGUEL;;;;;;;;Government;Barangay Health Station;Active
8083;DOH000000000009934;ESTEFANIA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);ESTEFANIA;;;;;;;;Government;Barangay Health Station;Active
8084;DOH000000000009935;TIBANGAO BARANGAY HEALTH STATION;Tibangao, Siocon,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIOCON;TIBANGAO;;;;;;;;Government;Barangay Health Station;Active
8085;DOH000000000009936;SIAY BARANGAY HEALTH STATION;Siay, Siocon,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIOCON;SIAY;;;;;;;;Government;Barangay Health Station;Active
8086;DOH000000000009937;FELISA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);FELISA;;;;;;;;Government;Barangay Health Station;Active
8087;DOH000000000009938;CULLALABO SAN ANTONIO BARANGAY HEALTH STATION;Purok 2;Region 2;ISABELA;BURGOS;CULLALABO SAN ANTONIO;;;;;;;;Government;Barangay Health Station;Active
8088;DOH000000000009939;TUBO-TUBO (NEW DEL MONTE BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONKAYO;TUBO-TUBO (NEW DEL MONTE);;;;;;;;Government;Barangay Health Station;Active
8089;DOH000000000009940;DO?A CECILIA BARANGAY HEALTH STATION;;Region 9;ZAMBOANGA DEL NORTE;SIRAWAI;DO??A CECILIA;;;;;;;;Government;Barangay Health Station;Active
8090;DOH000000000009941;LANGOGAN BARANGAY HEALTH STATION;Langogan,Carmen, North Cotabato;Region 12;COTABATO (NORTH COTABATO);CARMEN;LANGOGAN;;;;;;;;Government;Barangay Health Station;Active
8091;DOH000000000009942;GRANADA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);GRANADA;;;;;;;;Government;Barangay Health Station;Active
8092;DOH000000000009944;HANDUMANAN BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);HANDUMANAN;;;;;;;;Government;Barangay Health Station;Active
8093;DOH000000000009945;UGALINGAN (LUMAYONG) BARANGAY HEALTH STATION;;Region 12;COTABATO (NORTH COTABATO);CARMEN;UGALINGAN (LUMAYONG);;;;;;;;Government;Barangay Health Station;Active
8094;DOH000000000009946;CANSAMADA BARANGAY HEALTH STATION;;Region 8;LEYTE;DAGAMI;CANSAMADA EAST;;;;;;;;Government;Barangay Health Station;Active
8095;DOH000000000009947;UNION BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONKAYO;UNION;;;;;;;;Government;Barangay Health Station;Active
8096;DOH000000000009948;GUINARONA BARANGAY HEALTH STATION;;Region 8;LEYTE;DAGAMI;GUINARONA;;;;;;;;Government;Barangay Health Station;Active
8097;DOH000000000009949;CADIIS BARANGAY HEALTH STATION;Cadiis,Carmen, North Cotabato;Region 12;COTABATO (NORTH COTABATO);CARMEN;CADIIS;;;;;;;;Government;Barangay Health Station;Active
8098;DOH000000000009950;PATOC BARANGAY HEALTH STATION;;Region 8;LEYTE;DAGAMI;PATOC;;;;;;;;Government;Barangay Health Station;Active
8099;DOH000000000009951;UPPER ULIP BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONKAYO;UPPER ULIP;;;;;;;;Government;Barangay Health Station;Active
8100;DOH000000000009952;KIB-AYAO BARANGAY HEALTH STATION;Kibayao,Carmen, North Cotabato;Region 12;COTABATO (NORTH COTABATO);CARMEN;KIB-AYAO;;;;;;;;Government;Barangay Health Station;Active
8101;DOH000000000009953;BURAUEN MAIN HEALTH CENTER;Burauen, Leyte;Region 8;LEYTE;BURAUEN;;;;;;;;;Government;Barangay Health Station;Active
8102;DOH000000000009954;BURI BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;BURI;;;;;;;;Government;Barangay Health Station;Active
8103;DOH000000000009955;MALAPAG BARANGAY HEALTH STATION;Malapag,Carmen, North Cotabato;Region 12;COTABATO (NORTH COTABATO);CARMEN;MALAPAG;;;;;;;;Government;Barangay Health Station;Active
8104;DOH000000000009956;BANAGBANAG BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONTEVISTA;BANAGBANAG;;;;;;;;Government;Barangay Health Station;Active
8105;DOH000000000009957;CAMANTANGAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONTEVISTA;CAMANTANGAN;;;;;;;;Government;Barangay Health Station;Active
8106;DOH000000000009958;CANIDKID BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONTEVISTA;CANIDKID;;;;;;;;Government;Barangay Health Station;Active
8107;DOH000000000009959;CALANTAS BARANGAY HEALTH STATION;Calantas, Macalelon, Quezon;Region 4A;BATANGAS;CALACA;CALANTAS;;;;;;;;Government;Barangay Health Station;Active
8108;DOH000000000009960;LUMBANG NA BATA BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALACA;LUMBANG NA BATA;;;;;;;;Government;Barangay Health Station;Active
8109;DOH000000000009961;SINISIAN BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALACA;SINISIAN;;;;;;;;Government;Barangay Health Station;Active
8110;DOH000000000009962;LINOAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONTEVISTA;LINOAN;;;;;;;;Government;Barangay Health Station;Active
8111;DOH000000000009963;PUTING BATO WEST BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALACA;PUTING BATO WEST;;;;;;;;Government;Barangay Health Station;Active
8112;DOH000000000009964;MAYAON BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONTEVISTA;MAYAON;;;;;;;;Government;Barangay Health Station;Active
8113;DOH000000000009966;MANDALAGAN BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);MANDALAGAN;;;;;;;;Government;Barangay Health Station;Active
8114;DOH000000000009967;NEW VISAYAS BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONTEVISTA;NEW VISAYAS;;;;;;;;Government;Barangay Health Station;Active
8115;DOH000000000009968;ABCASA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);;;;;;;;;Government;Barangay Health Station;Active
8116;DOH000000000009969;MANSILINGAN BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);MANSILINGAN;;;;;;;;Government;Barangay Health Station;Active
8117;DOH000000000009970;PROSPERIDAD BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONTEVISTA;PROSPERIDAD;;;;;;;;Government;Barangay Health Station;Active
8118;DOH000000000009971;PAGLAUM BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BINALBAGAN;PAGLAUM (POB.);;;;;;;;Government;Barangay Health Station;Active
8119;DOH000000000009972;TAPIA BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;MONTEVISTA;TAPIA;;;;;;;;Government;Barangay Health Station;Active
8120;DOH000000000009973;SALONG BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALACA;SALONG;;;;;;;;Government;Barangay Health Station;Active
8121;DOH000000000009974;ANISLAGAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);ANISLAGAN;;;;;;;;Government;Barangay Health Station;Active
8122;DOH000000000009976;PANTAY BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALACA;PANTAY;;;;;;;;Government;Barangay Health Station;Active
8123;DOH000000000009977;SAINT MARY POBLACION BARANGAY HEALTH STATION;Saint Mary Poblacion, Sirawai,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIRAWAI;SAINT MARY (POB.);;;;;;;;Government;Barangay Health Station;Active
8124;DOH000000000009978;ANTIQUERA BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);ANTIQUERA;;;;;;;;Government;Barangay Health Station;Active
8125;DOH000000000009979;DACANLAO BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALACA;DACANLAO;;;;;;;;Government;Barangay Health Station;Active
8126;DOH000000000009980;TIMBAIN BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALACA;TIMBAIN;;;;;;;;Government;Barangay Health Station;Active
8127;DOH000000000009981;BASAK BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);BASAK;;;;;;;;Government;Barangay Health Station;Active
8128;DOH000000000009982;CATAGBACAN BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;CATAGBACAN;;;;;;;;Government;Barangay Health Station;Active
8129;DOH000000000009983;DILA BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALACA;DILA;;;;;;;;Government;Barangay Health Station;Active
8130;DOH000000000009984;BAYABAS BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);BAYABAS;;;;;;;;Government;Barangay Health Station;Active
8131;DOH000000000009985;ANGANCASILIAN BARANGAY HEALTH STATION;Purok 2;Region 2;ISABELA;CABAGAN;ANGANCASILIAN;;;;;;;;Government;Barangay Health Station;Active
8132;DOH000000000009987;CAGANGON BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;CAGANGON;;;;;;;;Government;Barangay Health Station;Active
8133;DOH000000000009989;SAN PABLO BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;SAN PABLO;;;;;;;;Government;Barangay Health Station;Active
8134;DOH000000000009990;CATABAYUNGAN BARANGAY HEALTH STATION;Purok 4,Catabayungan, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;CATABAYUNGAN;;;;;;;;Government;Barangay Health Station;Active
8135;DOH000000000009991;CABACUNGAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);CABACUNGAN;;;;;;;;Government;Barangay Health Station;Active
8136;DOH000000000009992;CASIBARAG NORTE BARANGAY HEALTH STATION;Purok 3, Casibarag Norte, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;CASIBARAG NORTE;;;;;;;;Government;Barangay Health Station;Active
8137;DOH000000000009993;TOLOYAO BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;TOLOYAO;;;;;;;;Government;Barangay Health Station;Active
8138;DOH000000000009994;CASIBARAG SUR BARANGAY HEALTH STATION;Purok 1, Casibarag Sur, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;CASIBARAG SUR;;;;;;;;Government;Barangay Health Station;Active
8139;DOH000000000009995;VILLA AURORA BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;VILLA AURORA;;;;;;;;Government;Barangay Health Station;Active
8140;DOH000000000009996;CABIDIANAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);CABIDIANAN;;;;;;;;Government;Barangay Health Station;Active
8141;DOH000000000009997;CANSAN BARANGAY HEALTH STATION;Purok 2, Cansan, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;CANSAN;;;;;;;;Government;Barangay Health Station;Active
8142;DOH000000000009998;SIRAWAI PROPER POBLACION BARANGAY HEALTH STATION;Sirawai Proper Poblacion , Sirawai,Zamboanga del Norte;Region 9;ZAMBOANGA DEL NORTE;SIRAWAI;SIRAWAI PROPER (POB.);;;;;;;;Government;Barangay Health Station;Active
8143;DOH000000000009999;SAN JOSE WEST BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;SAN JOSE WEST;;;;;;;;Government;Barangay Health Station;Active
8144;DOH000000000010000;CUBAG BARANGAY HEALTH STATION;Purok 3, Cubag, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;CUBAG;;;;;;;;Government;Barangay Health Station;Active
8145;DOH000000000010001;KATIPUNAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);KATIPUNAN;;;;;;;;Government;Barangay Health Station;Active
8146;DOH000000000010002;GARITA BARANGAY HEALTH STATION;Purok 2, Garita, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;GARITA;;;;;;;;Government;Barangay Health Station;Active
8147;DOH000000000010003;SAN ESTEBAN BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;SAN ESTEBAN;;;;;;;;Government;Barangay Health Station;Active
8148;DOH000000000010005;MAGASSI BARANGAY HEALTH STATION;Purok 1, Magassi, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;MAGASSI;;;;;;;;Government;Barangay Health Station;Active
8149;DOH000000000010006;BALAO BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;BALAO;;;;;;;;Government;Barangay Health Station;Active
8150;DOH000000000010007;MASIPI EAST BARANGAY HEALTH STATION;Purok 3;Region 2;ISABELA;CABAGAN;MASIPI EAST;;;;;;;;Government;Barangay Health Station;Active
8151;DOH000000000010008;ANONANG BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;ANONANG;;;;;;;;Government;Barangay Health Station;Active
8152;DOH000000000010010;MASSIPI WEST BARANGAY HEALTH STATION;Purok 2;Region 2;ISABELA;CABAGAN;MASIPI WEST;;;;;;;;Government;Barangay Health Station;Active
8153;DOH000000000010011;MALABCA BARANGAY HEALTH STATION;;Region 8;LEYTE;BURAUEN;MALABCA;;;;;;;;Government;Barangay Health Station;Active
8154;DOH000000000010012;PILIG ALTO BARANGAY HEALTH STATION;Purok 4, Pilig Alto, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;PILIG ALTO;;;;;;;;Government;Barangay Health Station;Active
8155;DOH000000000010013;JULITA MAIN HEALTH CENTER;Julita, Leyte;Region 8;LEYTE;JULITA;;;;;;;;;Government;Barangay Health Station;Active
8156;DOH000000000010014;PILIG ABAJO BARANGAY HEALTH STATION;Purok 2, Pilig Abajo, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;PILIG ABAJO;;;;;;;;Government;Barangay Health Station;Active
8157;DOH000000000010015;LIBASAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);LIBASAN;;;;;;;;Government;Barangay Health Station;Active
8158;DOH000000000010016;UNION BARANGAY HEALTH STATION;Purok 4, Union, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;UNION;;;;;;;;Government;Barangay Health Station;Active
8159;DOH000000000010017;ALEGRIA BARANGAY HEALTH STATION;;Region 8;LEYTE;JULITA;ALEGRIA;;;;;;;;Government;Barangay Health Station;Active
