id;test_id;test_name;result_id;result;loinc_code;loinc_attribute;updated;method
2028;FCP12;Cytokine Panel 12;Z2732;Interleukin 2;33939-0;Interleukin 2:MCnc:Pt:Ser/Plas:Qn:;2014-05-19;Quantitative Multiplex Bead Assay
2029;FCP12;Cytokine Panel 12;Z2721;Interleukin 2 Receptor CD25 Soluble;33939-0;Interleukin 2:MCnc:Pt:Ser/Plas:Qn:;2014-05-19;Quantitative Multiplex Bead Assay
2030;FCP12;Cytokine Panel 12;Z2722;Interleukin 12;41760-0;Interleukin 12:MCnc:Pt:Ser/Plas:Qn:;2014-05-19;Quantitative Multiplex Bead Assay
2031;FCPC;Chlamydophila pneumoniae Culture;Z2086;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-04-28;
2032;FCPC;Chlamydophila pneumoniae Culture;Z0656;C. Pneumoniae Culture;21184-7;Chlamydophila pneumoniae:ACnc:Pt:XXX:Ord:Organism specific culture;2014-04-28;
2033;FCSP;Chromosome Anomalies, Unspecified Miscellaneous with Chromosome-Specific FISH Probes;G_661;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-11-13;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2034;FCSP;Chromosome Anomalies, Unspecified Miscellaneous with Chromosome-Specific FISH Probes;16224;Amendment;50619-6;Karyotype:Prid:Pt:Bld/Tiss:Nar:;2013-08-09;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2035;FCSP;Chromosome Anomalies, Unspecified Miscellaneous with Chromosome-Specific FISH Probes;16222;Results;50619-6;Karyotype:Prid:Pt:Bld/Tiss:Nar:;2009-11-13;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2036;FCSP;Chromosome Anomalies, Unspecified Miscellaneous with Chromosome-Specific FISH Probes;G_664;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2012-03-15;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2037;FCSP;Chromosome Anomalies, Unspecified Miscellaneous with Chromosome-Specific FISH Probes;16223;Interpretation;69965-2;;2012-04-09;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2038;FCSP;Chromosome Anomalies, Unspecified Miscellaneous with Chromosome-Specific FISH Probes;16220;Method;49549-9; ;2013-07-26;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2039;FD;Familial Dysautonomia, Mutation Analysis, IVS20(+6T->C) and R696P;23032;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase chain reaction (PCR) analysis is used to test for the following mutations associated with familial dysautonomia: R696P and IVS20(+6)T->C.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2040;FD;Familial Dysautonomia, Mutation Analysis, IVS20(+6T->C) and R696P;23029;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase chain reaction (PCR) analysis is used to test for the following mutations associated with familial dysautonomia: R696P and IVS20(+6)T->C.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2041;FD;Familial Dysautonomia, Mutation Analysis, IVS20(+6T->C) and R696P;23030;Method;49549-9; ;2013-07-26;Polymerase chain reaction (PCR) analysis is used to test for the following mutations associated with familial dysautonomia: R696P and IVS20(+6)T->C.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2042;FD;Familial Dysautonomia, Mutation Analysis, IVS20(+6T->C) and R696P;23031;Results;46992-4;DYS gene mutation analysis:Prid:Pt:Bld/Tiss:Nar:Molgen;2009-11-13;Polymerase chain reaction (PCR) analysis is used to test for the following mutations associated with familial dysautonomia: R696P and IVS20(+6)T->C.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2043;FD;Familial Dysautonomia, Mutation Analysis, IVS20(+6T->C) and R696P;23027;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Polymerase chain reaction (PCR) analysis is used to test for the following mutations associated with familial dysautonomia: R696P and IVS20(+6)T->C.(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2044;FDANT;Dantrolene, Serum/Plasma;Z1449;Dantrolene;9746-9;;2013-12-18;Spectrofluorometry (SF)
2045;FDFA;Dengue Fever Antibodies (IgG, IgM);Z1720;Interpretation;51785-4; ;2013-08-19;Enzyme-Linked Immunosorbent Assay (ELISA)
2046;FDFA;Dengue Fever Antibodies (IgG, IgM);Z1719;Dengue Fever IgM;29663-2; ;2013-08-19;Enzyme-Linked Immunosorbent Assay (ELISA)
2047;FDFA;Dengue Fever Antibodies (IgG, IgM);Z1718;Dengue Fever IgG;29661-6; ;2013-08-19;Enzyme-Linked Immunosorbent Assay (ELISA)
2048;FDIGS;Digitoxin, Serum or Plasma;Z1479;Digitoxin;3559-2;;2013-12-18;Immunoassay (IA)
2049;FDIPY;Dipyridamole;Z1451;Dipyridamole;10536-1;;2013-12-18;High-Performance Liquid Chromatography (HPLC) 
2050;FDOC;Deoxycorticosterone (DOC), Serum;Z0253;Deoxycorticosterone (DOC), Serum;1656-8;11-Deoxycorticosterone:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;HPLC Tandem Mass Spectrometry
2051;FDPDG;Dihydropyrimidine Dehydrogenase (DPD) Gene Mutation Analysis;Z3701;DPD Gene Mutation;45284-7;DPYD gene mutation analysis:Prid:Pt:Bld/Tiss:Nom:Molgen;2014-04-16;Polymerase Chain Reaction (PCR), Single Nucleotide Primer Extension
2052;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2968;Drug Screen Comments, S/P;48767-8;Annotation comment:Imp:Pt:{system}:Nar:;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2053;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2962;Cannabinoids, S/P;8172-9;Cannabinoids:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2054;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2966;Phencyclidine, S/P;8236-2;Phencyclidine:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2055;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2967;Propoxyphene, S/P;59734-4;Propoxyphene:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2056;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z3007;Oxycodone, S/P;13576-4;Oxycodone:Threshold:Pt:Ser/Plas:Ord;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2057;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2965;Opiates, S/P;8219-8;Opiates:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2058;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2964;Methadone, S/P;59705-4;Mathadone:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2059;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2963;Cocaine, S/P;8191-9;Cocaine:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2060;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2960;Barbiturates, S/P;20421-4;Barbituates:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2061;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2961;Benzodiazepines, S/P;46976-7;Benzodiazepines:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2062;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z3006;Methamphetamine, S/P;3777-0;Methamphetamine:Threshold:Pt:Ser/Plas:Ord;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2063;FDS9R;Drug Screen 9 Panel, Serum or Plasma-Immunoassay Screen with Reflex to Mass Spectrometry Confirmation/Quantitation;Z2959;Amphetamines, S/P;8149-7;Amphetamines:Threshold:Pt:Ser/Plas:Ord:Screen;2014-06-09;Qualitative Enzyme-Linked Immunosorbent AssayQuantitative Gas Chromatography-Mass SpectrometryQuantitative Liquid Chromatography-Tandem Mass Spectrometry
2064;FDSOX;11-Desoxycortisol (Specific Compound S);Z0271;11-Desoxycortisol, Mass Spectrometry;1657-6;11-Deoxycortisol:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;HPLC Tandem Mass Spectrometry
2065;FEC;Iron and Total Iron-Binding Capacity, Serum;TIBC;Total Iron Binding Capacity;2500-7;Iron binding capacity:MCnc:Pt:Ser/Plas:Qn:;2012-03-15;Immunoturbidimetric Assay
2066;FEC;Iron and Total Iron-Binding Capacity, Serum;SAT;Percent Saturation;14801-5;Iron saturation:ScRto:Pt:Ser/Plas:Qn:;2012-03-15;Immunoturbidimetric Assay
2067;FEC;Iron and Total Iron-Binding Capacity, Serum;IRON;Iron;2498-4;Iron:MCnc:Pt:Ser/Plas:Qn:;2012-03-15;Immunoturbidimetric Assay
2068;FECHA;Ehrlichia chaffeensis Antibodies (IgG, IgM);Z0546;E. chaffeensis Ab IgM;9784-0;Ehrlichia chaffeensis Ab.IgM:Titr:Pt:Ser:Qn:;2014-05-07;Immunofluorescence Assay (IFA)
2069;FECHA;Ehrlichia chaffeensis Antibodies (IgG, IgM);Z0545;E. chaffeensis Ab IgG;9783-2;Ehrlichia chaffeensis Ab.IgG:Titr:Pt:Ser:Qn:;2014-05-07;Immunofluorescence Assay (IFA)
2070;FECHK;Ferrochelatase (FECH) Gene, Known Mutation;51054;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2071;FECHK;Ferrochelatase (FECH) Gene, Known Mutation;51058;Amendment;57962-3;FECH gene mutation analysis:Prid:Pt:Bld/Tiss:Nom:;2013-07-30;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2072;FECHK;Ferrochelatase (FECH) Gene, Known Mutation;51056;Interpretation;59462-2;Clinical biochemist review:Imp:Pt:XXX:Nar:;2012-04-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2073;FECHK;Ferrochelatase (FECH) Gene, Known Mutation;51055;Result;57962-3;FECH gene mutation analysis:Prid:Pt:Bld/Tiss:Nom:;2011-06-16;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2074;FECHK;Ferrochelatase (FECH) Gene, Known Mutation;51051;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2075;FECHK;Ferrochelatase (FECH) Gene, Known Mutation;51053;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2011-06-23;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2076;FECHS;Ferrochelatase (FECH) Gene, Full Gene Analysis;51063;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc)
2077;FECHS;Ferrochelatase (FECH) Gene, Full Gene Analysis;51065;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2011-06-23;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc)
2078;FECHS;Ferrochelatase (FECH) Gene, Full Gene Analysis;51066;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc)
2079;FECHS;Ferrochelatase (FECH) Gene, Full Gene Analysis;51068;Interpretation;59462-2;Clinical biochemist review:Imp:Pt:XXX:Nar:;2012-04-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc)
2080;FECLT;Euglobulin Clot Lysis Time;FECLT;Euglobulin Clot Lysis Time;3244-1;Coagulum lysis:Time:Pt:PPP:Qn:Coag;2014-01-10;Clot Dissolution
2081;FECP;Eosinophil Cationic Protein (ECP);Z3617;Eosinophil Cationic Prot.;25638-8;Eosinophil cationic protein:MCnc:Pt:Ser:Qn:;2014-01-07;Fluoroenzyme Immunoassay (UNICAP)
2082;FEEP;Ferret Epithelium, IgE;FEEP;Ferret Epithelium, IgE;11172-4;Ferret epithelium Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
2083;FEHA;Entamoeba histolytica Antigen, EIA;Z2070;E histolytica Antigen;6398-2;Entamoeba histolytica Ag:ACnc:Pt:Stool:Qn:EIA;2014-02-24;Enzyme Immunoassay (EIA)
2084;FELAS;Elastase, Pancreatic, Serum;Z0925;Elastase;14048-3;;2012-03-12;Direct Radioimmunoassay (RIA)
2085;FELBA;Felbamate (Felbatol), Serum;80782;Felbamate (Felbatol), S;6899-9;Felbamate:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;High-Turbulence Liquid Chromatography Mass Spectrometry (HTLC-MS/MS)
2086;FENTA;Fentanyl Confirmation, Urine;200189;Interpretation;59462-2;;2012-04-09;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
2087;FENTA;Fentanyl Confirmation, Urine;200188;Fentanyl;3637-6;Fentanyl:MCnc:Pt:Urine:Qn:;2011-06-27;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
2088;FENTA;Fentanyl Confirmation, Urine;200187;Norfentanyl;11075-9;Norfentanyl:MCnc:Pt:Urine:Qn:;2011-06-27;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
2089;FENTS;Fentanyl, Serum;31830;Fentanyl;3636-8;Fentanyl:MCnc:Pt:Ser/Plas:Qn:;2011-06-22;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
2090;FENTS;Fentanyl, Serum;31829;Norfentanyl;11074-2;Norfentanyl:MCnc:Pt:Ser/Plas:Qn:;2011-06-22;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
2091;FENTU;Fentanyl with Metabolite Confirmation, Urine;45532;Fentanyl Interpretation;69050-3;;2012-04-09;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
2092;FENTU;Fentanyl with Metabolite Confirmation, Urine;45530;Fentanyl;3637-6;Fentanyl:MCnc:Pt:Urine:Qn:;2011-06-23;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
2093;FENTU;Fentanyl with Metabolite Confirmation, Urine;45531;Norfentanyl;11075-9;Norfentanyl:MCnc:Pt:Urine:Qn:;2011-06-23;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
2094;FER;Semen Analysis;FRCT;Fructose;13943-6;Fructose:ACnc:Pt:Semen:Ord:;2012-03-15;Manual
2095;FER;Semen Analysis;AGGLU;Agglutination;33217-1;Spermatozoa.agglutinated:ACnc:Pt:Semen:Ord:;2012-03-12;Manual
2096;FER;Semen Analysis;VISC;Viscosity;32789-0;Viscosity:Visc:Pt:Semen:Ord:;2012-03-12;Manual
2097;FER;Semen Analysis;CMT45;Comment;48767-8;Annotation comment:Imp:Pt:{system}:Nar:;2012-03-15;Manual
2098;FER;Semen Analysis;MOTY;Motility;6800-7;Spermatozoa.motile/100 spermatozoa:NFr:Pt:Semen:Qn:;2012-03-15;Manual
2099;FER;Semen Analysis;SPML;Sperm/mL;9780-8;Spermatozoa:NCnc:Pt:Semen:Qn:;2012-03-15;Manual
2100;FER;Semen Analysis;MOTML;Motile/mL;42531-4;Spermatozoa.motile:NCnc:Pt:Semen:Qn:;2012-03-15;Manual
2101;FER;Semen Analysis;VL53;Semen Volume;3160-9;Specimen volume:Vol:Pt:Semen:Qn:;2012-03-12;Manual
2102;FER;Semen Analysis;PH1;pH;2752-4;pH:LsCnc:Pt:Semen:Qn:;2012-03-15;Manual
2103;FER;Semen Analysis;ABSTN;Abstinence;10587-4;Sexual abstinence duration:Time:Pt:^Patient:Qn:;2012-03-12;Manual
2104;FER;Semen Analysis;APP3;Appearance;13359-5;Character:Aper:Pt:Semen:Nom:;2012-03-12;Manual
2105;FER2;WHO Morphology;CMT24;Comment;48767-8;Annotation comment:Imp:Pt:{system}:Nar:;2012-03-15;Includes concentration, World Health Organization morphology, and presence of other cellular elements.
2106;FER2;WHO Morphology;WBC5;WBC/mL;10579-1;Leukocytes:NCnc:Pt:Semen:Qn:;2012-03-12;Includes concentration, World Health Organization morphology, and presence of other cellular elements.
2107;FERR;Ferritin, Serum;FERR;Ferritin, S;2276-4;Ferritin:MCnc:Pt:Ser/Plas:Qn:;2012-03-15;Immunoenzymatic Assay
2108;FESE;Fennel Seed, IgE;FESE;Fennel Seed, IgE;10929-8;Foeniculum vulgare seed Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-15;Fluorescence Enzyme Immunoassay (FEIA)
2109;FEST;Endometrial Stromal Tumors (EST), 7p15 (JAZF1), 6p21.32 (PHF1), 17p13.3 (YWHAE) Rearrangement, FISH, Tissue;51540;Interpretation;69965-2;Clinical cytogeneticist review:Imp:Pt:XXX:Nar:;2014-05-21;Fluorescence In Situ Hybridization (FISH)
2110;FEST;Endometrial Stromal Tumors (EST), 7p15 (JAZF1), 6p21.32 (PHF1), 17p13.3 (YWHAE) Rearrangement, FISH, Tissue;51538;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2014-04-28;Fluorescence In Situ Hybridization (FISH)
2111;FEST;Endometrial Stromal Tumors (EST), 7p15 (JAZF1), 6p21.32 (PHF1), 17p13.3 (YWHAE) Rearrangement, FISH, Tissue;CG636;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2014-04-28;Fluorescence In Situ Hybridization (FISH)
2112;FEST;Endometrial Stromal Tumors (EST), 7p15 (JAZF1), 6p21.32 (PHF1), 17p13.3 (YWHAE) Rearrangement, FISH, Tissue;51535;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2013-05-28;Fluorescence In Situ Hybridization (FISH)
2113;FET;Iron, Liver Tissue;7770;Hepatic Iron Index;49061-5;Hepatic iron index:Ratio:Pt:Liver:Qn:;2009-11-13;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
2114;FET;Iron, Liver Tissue;8350;Iron, Liver Ts;15357-7;Iron:MCnt:Pt:Tiss:Qn:;2009-11-13;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
2115;FEU;Iron, 24 Hour, Urine;854;Fe Concentration;30030-1;Iron:MCnc:24H:Urine:Qn:;2009-11-13;Inductively Coupled Plasma-Optical Emission Spectrometry (ICP-OES)
2116;FEU;Iron, 24 Hour, Urine;VL20;Urine Volume;28009-9;Specimen volume:Vol:Pt:Urine:Qn:;2012-03-12;Inductively Coupled Plasma-Optical Emission Spectrometry (ICP-OES)
2117;FEU;Iron, 24 Hour, Urine;TM22;Collection Duration;13362-9;Collection duration:Time:*:Urine:Qn:;2012-03-12;Inductively Coupled Plasma-Optical Emission Spectrometry (ICP-OES)
2118;FEU;Iron, 24 Hour, Urine;8571;Iron, 24 Hr, U;2499-2;Iron:MRat:24H:Urine:Qn:;2009-11-13;Inductively Coupled Plasma-Optical Emission Spectrometry (ICP-OES)
2119;FEUR;Iron, Random, Urine;88970;Iron, Random, U;2504-9;Iron:MCnc:Pt:Urine:Qn:;2011-06-24;Inductively Coupled Plasma-Optical Emission Spectrometry (ICP-OES)
2120;FEWS;Ewing Sarcoma (EWS) 22q12 Rearrangement, FISH, Tissue;22664;Interpretation;69965-2;;2012-04-09;Fluorescence In Situ Hybridization (FISH)
2121;FEWS;Ewing Sarcoma (EWS) 22q12 Rearrangement, FISH, Tissue;CG072;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2012-03-15;Fluorescence In Situ Hybridization (FISH)
2122;FEWS;Ewing Sarcoma (EWS) 22q12 Rearrangement, FISH, Tissue;22661;Method;49549-9; ;2013-07-26;Fluorescence In Situ Hybridization (FISH)
2123;FEWS;Ewing Sarcoma (EWS) 22q12 Rearrangement, FISH, Tissue;22663;Results;21783-6;Cells.t(12,22)(ATF1,EWSR1)/Cells.total:NFr:Pt:Bld/Tiss:Qn:Molgen;2009-11-13;Fluorescence In Situ Hybridization (FISH)
2124;FEWS;Ewing Sarcoma (EWS) 22q12 Rearrangement, FISH, Tissue;22659;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-14;Fluorescence In Situ Hybridization (FISH)
2125;FEYE;Uveal Melanoma, Chromosome 3 Monosomy, FISH, Tissue;CG081;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2012-03-15;Fluorescence In Situ Hybridization (FISH)
2126;FEYE;Uveal Melanoma, Chromosome 3 Monosomy, FISH, Tissue;29679;Method;49549-9; ;2013-07-26;Fluorescence In Situ Hybridization (FISH)
2127;FEYE;Uveal Melanoma, Chromosome 3 Monosomy, FISH, Tissue;29676;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-14;Fluorescence In Situ Hybridization (FISH)
2128;FEYE;Uveal Melanoma, Chromosome 3 Monosomy, FISH, Tissue;29681;Interpretation;69965-2;;2012-04-09;Fluorescence In Situ Hybridization (FISH)
2129;FFAG4;Filaria IgG4 Antibody, ELISA;FFAG4;Filaria IgG4 Antibody;14208-3;Filaria Ab.IgG4:ACnc:Pt:Ser:Qn;2014-05-12;Enzyme-Linked Immunosorbent Assay (ELISA)
2130;FFES;Estradiol Free, Serum (includes Estradiol and SHBG);Z0229;Free Estradiol, Serum;2240-0;;2012-03-12;Mass Spectrometry
2131;FFES;Estradiol Free, Serum (includes Estradiol and SHBG);Z0259;Estradiol, Serum;35384-7;;2012-03-12;Mass Spectrometry
2132;FFES;Estradiol Free, Serum (includes Estradiol and SHBG);Z0230;Sex Hormone Binding Globulin (SHBG);13967-5;Sex hormone binding globulin:SCnc:Pt:Ser/Plas:Qn:;2012-03-12;Mass Spectrometry
2133;FFES;Estradiol Free, Serum (includes Estradiol and SHBG);Z0228;Free Estradiol, Percent;14960-9;;2012-03-12;Mass Spectrometry
2134;FFOAB;Formic Acid, Serum/Plasma;Z1439;Formic Acid;2292-1;;2013-12-18;Ion Chromatography (IC)
2135;FFPII;Food Panel II IgG;Z3705;Chicken IgG;35532-1;Chicken Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2136;FFPII;Food Panel II IgG;Z3706;Chocolate/Cacao IgG;35554-5;Chocolate Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2137;FFPII;Food Panel II IgG;Z3707;Codfish/Scrod IgG;49099-5;Gadus morhua Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2138;FFPII;Food Panel II IgG;Z3720;Yeast Saccharomyces cerevisiae IgG;35538-8;Saccharomyces cerevisiae Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2139;FFPII;Food Panel II IgG;Z3719;Wheat IgG;35537-0;Triticum aestivum Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2140;FFPII;Food Panel II IgG;Z3718;Tomato IgG;35547-9;Lycopersicon lycopersicum Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2141;FFPII;Food Panel II IgG;Z3717;Soybean IgG;35546-1;Glycine max Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2142;FFPII;Food Panel II IgG;Z3714;Pork IgG;35543-8;Pork Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2143;FFPII;Food Panel II IgG;Z3715;Potato White IgG;35544-6;Solanum tuberosum Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2144;FFPII;Food Panel II IgG;Z3716;Rye Food IgG;51933-0;Secale cereale Ab.IgG:Mcnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2145;FFPII;Food Panel II IgG;Z3709;Egg White IgG;35535-4;Egg white Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2146;FFPII;Food Panel II IgG;Z3710;Malt IgG;51922-3;Malt Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2147;FFPII;Food Panel II IgG;Z3711;Oat IgG;51901-7;Avena sativa Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2148;FFPII;Food Panel II IgG;Z3712;Orange IgG;51904-1;Citrus sinensis Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2149;FFPII;Food Panel II IgG;Z3708;Corn IgG;35534-7;Zea mays Ab.IgG:MCnc:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
